220978,"Middle Tennessee State University",2893,2810,1,82,NA,23,NA,NA,7,6,2,1,1,1,15,83,NA,NA,10,5,1,3,24,3,1,3,2,2,1,6,3,NA,NA,1,NA,1,NA,4,1,NA,6,1,NA,1,NA,5,NA,2567,3,NA,1,12,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2932,2846,NA,86,NA,7,NA,NA,6,3,2,NA,NA,NA,4,36,1,NA,11,3,NA,1,11,4,NA,5,2,3,2,5,1,NA,NA,1,2,2,NA,2,1,NA,9,NA,NA,4,NA,5,NA,2690,5,NA,NA,11,1,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3120,3091,NA,29,NA,3,NA,NA,8,9,NA,2,NA,NA,5,39,NA,NA,5,2,3,NA,19,2,2,5,NA,2,1,3,1,NA,1,NA,1,2,NA,4,4,NA,5,3,NA,2,NA,3,NA,2929,7,NA,NA,16,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Middle Tennessee State University","Middle Tennessee State U.","Tennessee","","","In-State","","Public","Murfreesboro",2893,2567,82,244,88.7314206705842,2.83442792948496,8.43415139993087,2932,2690,86,156,91.7462482946794,2.9331514324693,5.3206002728513,3120,2929,29,162,93.8782051282051,0.92948717948718,5.19230769230769
176080,"Mississippi State University",3624,3592,1,31,NA,365,1,1,38,11,6,2,1,NA,98,196,NA,NA,37,6,NA,3,5,72,2,9,2,3,2,2133,42,NA,2,NA,2,4,2,8,26,NA,8,3,2,10,NA,20,NA,328,111,1,1,16,3,NA,10,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2974,2943,1,30,NA,266,1,NA,30,7,NA,3,1,NA,60,139,NA,NA,23,1,4,4,6,40,NA,10,3,6,1,1820,18,NA,2,1,4,7,NA,6,14,NA,11,1,1,4,1,16,1,304,88,NA,NA,31,3,NA,4,1,NA,NA,NA,NA,NA,NA,NA,1,NA,2894,2864,1,29,NA,239,NA,2,16,5,2,2,4,NA,28,133,1,1,15,4,1,NA,6,49,NA,9,2,3,4,1875,14,1,1,3,NA,9,NA,8,9,NA,6,2,NA,2,2,11,NA,300,61,1,NA,22,7,2,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"Mississippi State University","Miss State","Mississippi","","","","SEC","Public","Mississippi",3624,2133,31,1460,58.8576158940397,0.855408388520971,40.2869757174393,2974,1820,30,1124,61.1970410221923,1.00874243443174,37.7942165433759,2894,1875,29,990,64.7892190739461,1.00207325501037,34.2087076710435
199193,"North Carolina State University at Raleigh",4388,4171,2,215,NA,5,NA,1,NA,20,2,11,3,14,24,25,NA,2,11,4,1,1,2,2,1,53,24,3,5,1,3,NA,1,NA,3,37,NA,35,3677,1,16,NA,NA,46,4,21,1,7,15,1,3,76,4,2,3,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,4499,4376,NA,123,NA,4,2,1,17,3,14,7,3,37,19,1,11,4,1,5,3,1,5,62,25,4,9,NA,4,1,1,2,7,36,4,50,1,18,3767,NA,4,58,2,21,NA,13,25,NA,1,106,5,6,3,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,4398,4289,NA,109,NA,4,NA,1,19,2,18,5,NA,28,19,NA,11,3,1,2,2,2,5,68,19,8,3,NA,1,NA,2,1,8,32,1,43,NA,15,3727,1,4,67,3,24,1,9,14,1,2,100,3,2,4,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,"North Carolina State University at Raleigh","NC State","North Carolina","Peer","","","","Public","Raleigh",4388,3677,215,496,83.7967183226983,4.89972652689152,11.3035551504102,4499,3767,123,609,83.7297177150478,2.73394087575017,13.536341409202,4398,3727,109,562,84.7430650295589,2.47839927239654,12.7785356980446
204796,"Ohio State University-Main Campus",7938,7086,3,849,NA,NA,1,7,4,90,19,46,3,2,43,38,4,NA,291,31,4,7,33,6,5,67,45,100,18,2,41,1,3,6,11,154,2,276,30,1,5289,NA,3,207,2,9,NA,25,49,4,3,56,4,17,24,NA,3,NA,NA,NA,NA,NA,NA,3,NA,7079,6515,6,554,4,6,1,5,2,92,9,46,9,2,55,27,4,2,220,53,2,6,28,4,3,79,36,98,18,3,22,1,2,6,7,134,2,203,28,1,4921,6,4,180,4,11,1,22,42,2,1,58,10,12,24,NA,1,NA,NA,NA,NA,1,NA,5,NA,7215,6626,6,583,NA,2,NA,6,4,88,13,25,3,2,26,22,2,NA,192,42,6,7,13,1,4,62,36,71,16,1,14,NA,2,5,7,68,4,129,16,NA,5428,1,3,123,5,7,1,19,54,2,2,56,7,13,15,NA,1,NA,NA,1,NA,NA,NA,4,1,"Ohio State University-Main Campus","","Ohio","","","","","Public","Columbus",7938,5289,849,1800,66.6288737717309,10.6953892668178,22.6757369614512,7079,4921,554,1604,69.5154682864811,7.82596411922588,22.658567594293,7215,5428,583,1204,75.2321552321552,8.08038808038808,16.6874566874567
214777,"Pennsylvania State University-Main Campus",8499,7641,13,845,NA,3,NA,6,2,138,12,143,26,7,76,14,2,2,47,7,NA,NA,4,2,5,305,132,15,12,NA,7,NA,1,3,17,1022,1,612,30,2,44,3,7,4524,8,8,1,6,54,2,2,199,10,5,7,NA,106,NA,NA,NA,NA,NA,NA,13,NA,8183,7297,14,872,NA,6,1,8,3,107,12,148,26,10,68,16,1,1,50,1,3,3,3,1,5,302,106,19,11,NA,3,1,1,4,16,884,NA,482,20,NA,44,2,3,4567,6,5,1,8,51,1,5,195,7,2,7,NA,71,NA,NA,NA,NA,NA,NA,14,NA,7649,6890,14,745,NA,2,2,9,3,101,15,131,24,8,71,18,6,3,53,2,1,1,3,1,7,259,102,23,5,NA,2,NA,1,5,19,817,1,458,24,NA,53,1,1,4393,12,2,NA,3,37,2,3,135,6,4,4,1,56,NA,NA,NA,NA,NA,NA,13,1,"Pennsylvania State University-Main Campus","","Pennsylvania","","","","","Public","University Park",8499,4524,845,3130,53.2297917402047,9.94234615837157,36.8278621014237,8183,4567,872,2744,55.8108273249419,10.6562385433215,33.5329341317365,7649,4393,745,2511,57.4323440972676,9.73983527258465,32.8278206301477
243780,"Purdue University-Main Campus",7443,6492,10,941,NA,1,2,18,4,300,24,48,7,3,53,49,10,3,653,3991,11,14,41,5,2,53,59,134,57,2,42,3,1,13,11,122,3,90,17,1,168,6,16,78,3,9,3,29,106,2,NA,63,40,3,44,NA,75,NA,NA,2,NA,NA,NA,8,NA,6569,5439,5,1125,NA,4,NA,14,4,271,31,39,6,1,53,29,8,2,497,3458,7,8,22,3,2,22,60,92,33,NA,26,1,4,6,10,88,2,64,25,1,135,5,10,64,4,4,4,29,66,4,4,41,21,4,39,NA,112,NA,NA,NA,NA,NA,NA,5,NA,6474,5479,2,993,NA,5,2,16,4,175,28,21,2,1,48,21,7,6,636,3572,11,6,31,1,3,24,42,71,33,1,41,4,5,4,5,74,2,46,21,NA,127,3,5,60,5,7,1,14,81,3,2,33,14,7,46,NA,102,NA,NA,NA,NA,NA,NA,2,NA,"Purdue University-Main Campus","","Indiana","","ASP","","","Public","West Lafayette",7443,3991,941,2511,53.620851807067,12.6427515786645,33.7363966142684,6569,3458,1125,1986,52.6411934845486,17.1258943522606,30.2329121631907,6474,3572,993,1909,55.1745443311708,15.3382761816497,29.4871794871795
186380,"Rutgers University-New Brunswick",6466,5774,1,671,20,NA,NA,3,NA,42,3,19,5,NA,26,8,1,3,12,3,2,NA,NA,NA,3,28,25,6,5,1,4,NA,NA,1,2,5314,2,136,7,NA,4,NA,NA,68,2,2,NA,2,12,NA,2,17,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,6412,5780,3,629,NA,2,NA,6,NA,28,NA,14,6,1,19,7,NA,NA,6,4,NA,1,NA,1,NA,17,21,4,6,NA,NA,1,1,1,4,5353,2,140,9,NA,3,1,1,58,3,2,NA,1,7,1,2,15,1,1,1,NA,29,NA,NA,NA,NA,NA,NA,3,NA,6170,5848,3,319,NA,2,NA,2,NA,31,5,25,4,2,20,10,NA,NA,7,2,NA,NA,2,1,2,36,30,5,3,1,2,NA,NA,2,4,5356,NA,140,6,NA,5,NA,NA,86,1,4,NA,1,9,NA,NA,21,6,NA,3,NA,12,NA,NA,NA,NA,NA,NA,3,NA,"Rutgers University-New Brunswick","","New Jersey","","","","","Public","Piscataway",6466,5314,671,481,82.1837302814723,10.377358490566,7.43891122796165,6412,5353,629,430,83.4840923268871,9.80973175296319,6.70617592014972,6170,5356,319,495,86.807131280389,5.17017828200972,8.0226904376013
196097,"Stony Brook University",2934,2445,1,488,NA,1,NA,1,NA,23,4,39,1,NA,15,7,1,NA,5,1,NA,NA,1,NA,2,7,18,4,NA,NA,2,NA,NA,NA,9,83,NA,2176,7,NA,2,NA,NA,16,NA,3,NA,3,3,NA,1,6,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2855,2391,1,463,NA,NA,NA,1,NA,19,2,42,2,NA,8,6,NA,NA,3,2,1,NA,NA,NA,NA,8,29,3,1,NA,2,NA,NA,1,8,71,NA,2124,5,NA,4,NA,1,22,3,NA,1,3,4,NA,1,3,4,NA,1,NA,6,NA,NA,1,NA,NA,NA,NA,NA,2676,2396,NA,280,NA,1,NA,NA,NA,23,5,49,3,1,14,4,1,NA,3,1,1,2,1,NA,2,11,36,1,1,NA,NA,NA,NA,NA,5,81,NA,2090,3,NA,4,NA,NA,24,3,1,NA,NA,6,NA,2,11,2,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,"Stony Brook University","","New York","","","","","Public","Stony Brook",2934,2176,488,270,74.1649625085208,16.6325835037491,9.20245398773006,2855,2124,463,268,74.3957968476357,16.2171628721541,9.38704028021016,2676,2090,280,306,78.101644245142,10.4633781763827,11.4349775784753
221838,"Tennessee State University",1307,1265,1,22,19,63,NA,NA,7,10,NA,NA,NA,NA,8,113,NA,NA,98,35,1,1,14,2,NA,1,NA,63,6,9,32,NA,2,NA,NA,NA,NA,NA,NA,NA,45,2,NA,6,NA,2,NA,712,10,NA,NA,4,1,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1377,1244,NA,87,46,33,NA,2,7,4,2,1,1,3,3,81,1,NA,78,19,NA,4,8,NA,NA,4,NA,38,2,4,21,NA,1,NA,1,2,NA,3,1,NA,31,NA,1,2,NA,1,NA,862,11,NA,NA,2,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1058,1043,NA,3,12,16,NA,NA,7,7,3,NA,NA,5,5,56,1,NA,61,15,NA,NA,12,2,NA,7,NA,21,3,5,14,NA,NA,2,NA,NA,NA,3,2,NA,26,NA,NA,2,NA,5,NA,741,8,NA,NA,3,NA,1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tennessee State University","Tennessee State U.","Tennessee","","","In-State","","Public","Nashville",1307,712,22,573,54.4758990053558,1.68324407039021,43.840856924254,1377,862,87,428,62.5998547567175,6.31808278867102,31.0820624546115,1058,741,3,314,70.0378071833648,0.283553875236295,29.6786389413989
221847,"Tennessee Technological University",1608,1560,NA,48,NA,6,NA,NA,1,2,NA,1,NA,NA,5,11,1,NA,NA,3,NA,NA,6,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,1,NA,3,3,NA,2,NA,NA,2,NA,6,NA,1502,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1879,1840,NA,39,NA,7,NA,NA,NA,1,NA,NA,NA,NA,3,12,NA,NA,3,NA,1,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,NA,6,NA,NA,NA,NA,2,NA,1786,1,1,NA,5,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2058,1902,NA,156,NA,3,NA,NA,1,3,NA,NA,NA,NA,1,8,NA,NA,NA,4,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1,NA,1,NA,1859,3,NA,NA,5,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tennessee Technological University","Tennessee Technological U.","Tennessee","","","In-State","","Public","Cookeville",1608,1502,48,58,93.407960199005,2.98507462686567,3.60696517412935,1879,1786,39,54,95.0505588078765,2.07557211282597,2.8738690792975,2058,1859,156,43,90.3304178814383,7.5801749271137,2.08940719144801
228723,"Texas A & M University-College Station",10145,10023,NA,122,NA,7,1,8,8,70,22,8,1,1,23,35,9,2,26,3,4,7,3,35,NA,12,3,10,2,5,15,4,6,7,NA,19,8,12,5,1,13,19,4,18,1,3,NA,17,9515,NA,NA,25,16,1,7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,10835,10775,NA,60,NA,7,NA,14,12,56,26,7,2,1,27,24,4,2,23,7,6,10,3,40,1,5,5,3,8,4,6,NA,9,5,2,10,9,14,11,NA,9,20,4,9,1,5,NA,12,10282,4,NA,43,14,2,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,8139,8089,NA,50,NA,NA,4,6,5,36,19,5,NA,1,11,12,NA,3,11,4,2,4,1,17,2,6,5,7,5,2,7,NA,4,3,3,9,8,7,3,2,6,10,2,9,NA,2,2,12,7812,NA,NA,5,10,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Texas A & M University-College Station","Texas A & M ","Texas","","","","SEC","Public","College Station",10145,9515,122,508,93.790044356826,1.20256283883687,5.00739280433711,10835,10282,60,493,94.8961698200277,0.55376095985233,4.55006922011998,8139,7812,50,277,95.9823074087726,0.614326084285539,3.40336650694189
100751,"The University of Alabama",7559,7501,NA,58,NA,2412,NA,46,23,304,83,63,16,3,435,560,6,3,464,76,6,22,109,92,3,136,104,95,24,94,82,1,5,22,31,217,7,181,197,NA,141,13,8,173,13,69,3,400,428,6,4,213,27,3,59,3,16,NA,NA,NA,NA,NA,NA,NA,NA,6824,6730,1,93,NA,2462,2,27,28,267,66,67,21,3,386,509,9,2,290,57,3,24,92,69,1,131,85,98,13,78,100,1,3,3,22,142,2,127,171,NA,123,6,6,123,8,83,NA,320,425,5,1,189,26,7,31,1,15,NA,NA,1,NA,NA,NA,NA,NA,6371,6172,1,198,NA,2846,1,22,13,150,48,50,10,3,360,541,1,3,159,49,9,13,61,69,NA,86,45,55,7,60,55,NA,2,2,17,87,2,62,128,2,94,10,4,110,11,66,NA,302,371,2,1,147,10,6,12,NA,8,NA,NA,NA,NA,NA,NA,1,NA,"University of Alabama","Alabama","Alabama","Peer","","","SEC","Public","Tuscaloosa",7559,2412,58,5089,31.9089826696653,0.767297261542532,67.3237200687922,6824,2462,93,4269,36.0785463071512,1.36283704572098,62.5586166471278,6371,2846,198,3327,44.6711662219432,3.10783236540574,52.2210014126511
221740,"The University of Tennessee-Chattanooga",2077,2059,NA,18,NA,3,NA,NA,2,1,1,NA,NA,NA,4,34,NA,NA,2,3,NA,NA,1,NA,NA,NA,1,NA,3,2,1,NA,NA,NA,NA,2,NA,1,3,NA,2,1,NA,1,NA,NA,NA,1984,2,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2160,2153,NA,7,NA,6,NA,NA,2,2,NA,NA,1,NA,2,36,NA,NA,2,1,NA,NA,NA,1,NA,1,NA,NA,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,2,NA,1,NA,2088,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2290,2281,NA,9,NA,3,NA,NA,NA,4,NA,NA,NA,NA,4,30,NA,NA,1,4,NA,NA,1,2,NA,1,1,NA,NA,NA,1,NA,NA,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2221,1,NA,NA,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"University of Tennessee-Chattanooga","UT-Chattanooga","Tennessee","","","In-State","","Public","Chattanooga",2077,1984,18,75,95.5223880597015,0.866634569090034,3.61097737120847,2160,2088,7,65,96.6666666666667,0.324074074074074,3.00925925925926,2290,2221,9,60,96.9868995633188,0.393013100436681,2.62008733624454
221759,"The University of Tennessee-Knoxville",4851,4778,NA,72,1,12,NA,4,3,22,5,8,8,NA,50,161,NA,1,55,20,1,NA,17,4,2,52,6,5,1,1,7,NA,1,4,1,23,NA,15,92,NA,36,1,1,24,NA,33,1,3980,21,NA,NA,84,3,4,6,1,2,NA,NA,NA,NA,NA,NA,NA,NA,4701,4625,2,72,2,11,NA,4,3,24,9,10,3,1,28,75,1,NA,37,7,3,3,12,6,1,39,9,11,3,2,6,NA,1,1,4,28,2,17,70,NA,35,NA,2,23,1,14,NA,4019,19,NA,NA,71,NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,4207,4182,NA,24,1,5,NA,2,3,17,5,7,NA,NA,23,66,2,NA,21,7,NA,1,9,4,NA,25,4,10,3,1,NA,NA,1,2,NA,9,1,8,34,NA,27,NA,2,12,1,11,NA,3780,14,1,2,52,1,3,5,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"University of Tennessee-Knoxville","UT-Knoxville","Tennessee","Peer","ASP","In-State","SEC","Public","Knoxville",4851,3980,72,799,82.0449391877963,1.48423005565863,16.470830756545,4701,4019,72,610,85.4924484152308,1.531589023612,12.9759625611572,4207,3780,24,403,89.8502495840266,0.570477775136677,9.5792726408367
221768,"The University of Tennessee-Martin",946,929,NA,17,NA,6,NA,NA,2,4,NA,1,NA,NA,3,4,NA,NA,11,1,1,1,13,NA,1,NA,1,1,NA,5,6,NA,NA,1,NA,1,NA,3,1,NA,3,NA,NA,4,1,1,NA,849,1,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1181,1160,NA,21,NA,1,NA,1,3,5,1,2,1,NA,3,NA,NA,NA,6,3,NA,NA,16,1,NA,NA,NA,2,NA,4,5,NA,NA,NA,NA,NA,NA,1,3,1,3,NA,NA,NA,NA,NA,NA,1095,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1320,1285,NA,35,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,4,3,NA,NA,5,3,NA,NA,11,NA,NA,NA,2,NA,NA,NA,7,NA,NA,NA,NA,1,NA,NA,NA,NA,4,NA,NA,2,NA,NA,NA,1239,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"University of Tennessee-Martin","UT-Martin","Tennessee","","","In-State","","Public","Martin",946,849,17,80,89.7463002114165,1.79704016913319,8.45665961945032,1181,1095,21,65,92.7180355630821,1.77815410668925,5.50381033022862,1320,1239,35,46,93.8636363636364,2.65151515151515,3.48484848484849
228778,"The University of Texas at Austin",8719,8266,1,452,NA,1,NA,13,6,125,14,12,1,3,32,24,NA,1,61,1,2,6,2,17,NA,14,18,7,6,2,12,1,1,6,1,46,14,60,6,NA,4,6,4,9,5,3,NA,15,7651,1,NA,14,2,NA,1,1,35,NA,NA,1,NA,NA,NA,NA,NA,7285,7018,NA,267,NA,6,NA,8,6,112,23,15,2,2,32,13,3,NA,53,1,4,8,1,15,3,15,7,2,5,NA,7,NA,1,7,NA,32,4,36,11,NA,10,12,7,9,NA,2,NA,9,6480,2,NA,24,4,NA,2,1,22,NA,NA,NA,NA,NA,NA,NA,NA,8092,7784,NA,308,NA,6,1,6,4,106,18,11,1,1,23,24,2,2,58,3,2,4,1,20,1,13,15,10,3,1,11,NA,3,2,2,38,14,39,6,NA,8,7,11,7,1,2,1,19,7206,3,1,21,9,NA,7,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,"University of Texas at Austin","","Texas","","","","","Public","Austin",8719,7651,452,616,87.7508888634018,5.1840807432045,7.06503039339374,7285,6480,267,538,88.9498970487303,3.66506520247083,7.3850377487989,8092,7206,308,578,89.0509144834404,3.80622837370242,7.14285714285714
196088,"University at Buffalo",4103,3542,NA,561,NA,2,NA,1,NA,5,1,3,NA,NA,8,3,NA,NA,2,1,NA,NA,NA,NA,3,8,6,3,3,NA,1,NA,NA,NA,3,21,NA,3432,3,NA,7,NA,NA,7,1,2,NA,1,2,1,NA,4,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,3517,3041,NA,476,NA,1,NA,NA,NA,8,NA,6,1,NA,1,4,1,NA,4,2,NA,1,NA,NA,NA,3,2,9,2,NA,1,NA,NA,1,1,21,NA,2930,2,NA,9,NA,NA,15,NA,NA,NA,NA,1,NA,1,6,2,NA,3,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,3647,3143,NA,504,NA,NA,NA,1,NA,15,2,4,1,NA,4,3,NA,1,3,2,NA,1,1,NA,1,3,3,6,NA,NA,NA,NA,NA,NA,3,41,NA,2995,2,NA,13,NA,2,18,NA,NA,NA,NA,2,NA,1,3,3,NA,1,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,"University at Buffalo","","New York","","","","","Public","Buffalo",4103,3432,561,110,83.6461126005362,13.6729222520107,2.68096514745308,3517,2930,476,111,83.309638896787,13.5342621552459,3.15609894796702,3647,2995,504,148,82.122292295037,13.8195777351248,4.05812996983822
