163286,"University of Maryland-College Park",4577,4441,NA,136,NA,3,1,1,1,43,1,64,10,13,40,15,1,1,30,3,1,2,1,NA,1,3181,89,5,3,1,3,NA,NA,NA,6,409,1,228,12,NA,11,NA,2,153,6,2,NA,7,15,NA,2,52,2,NA,1,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,4155,4044,3,108,NA,1,NA,3,NA,35,5,50,9,20,23,4,1,NA,21,NA,NA,1,NA,4,3,3002,66,4,5,NA,NA,NA,1,3,9,340,2,199,11,NA,11,NA,1,104,8,1,NA,4,15,NA,1,52,6,NA,2,NA,17,NA,NA,NA,NA,NA,NA,3,NA,3903,3825,4,73,1,2,NA,2,NA,19,3,50,16,17,25,25,1,NA,18,2,NA,2,2,1,2,2675,87,1,4,NA,1,NA,NA,NA,9,358,1,242,8,NA,16,1,NA,136,7,4,NA,8,9,NA,1,57,2,2,1,NA,8,NA,NA,NA,NA,NA,NA,3,1,"University of Maryland-College Park","","Maryland","","","","","Public","College Park",4577,3181,136,1260,69.4996722744156,2.97137863229189,27.5289490932925,4155,3002,108,1045,72.2503008423586,2.59927797833935,25.150421179302,3903,2675,73,1155,68.5370228029721,1.87035613630541,29.5926210607225
166629,"University of Massachusetts-Amherst",4679,4295,4,380,NA,NA,2,1,NA,55,9,114,4,4,25,7,2,NA,15,NA,NA,NA,2,6,12,18,3420,3,2,NA,NA,NA,1,5,67,128,3,257,3,NA,7,3,NA,25,33,NA,NA,3,14,NA,10,8,6,NA,2,NA,19,NA,NA,1,NA,NA,NA,3,NA,4694,4500,6,188,NA,1,NA,NA,NA,51,6,177,6,7,30,6,2,NA,10,2,1,4,NA,2,27,11,3377,5,7,1,1,NA,NA,4,68,203,NA,309,3,NA,1,1,5,47,32,NA,1,5,10,1,18,18,5,1,1,NA,33,NA,NA,1,NA,1,NA,4,NA,4679,4569,6,104,NA,NA,1,9,1,40,7,202,3,5,21,6,6,NA,8,NA,NA,1,4,NA,17,19,3402,6,2,NA,1,1,NA,3,71,254,2,338,NA,NA,4,NA,2,41,32,1,NA,1,7,1,28,12,5,2,1,1,1,NA,NA,NA,NA,NA,NA,6,NA,"University of Massachusetts-Amherst","","Massachusetts","","","","","Public","Amherst",4679,3420,380,879,73.0925411412695,8.12139346014106,18.7860653985894,4694,3377,188,1129,71.942905837239,4.005112910098,24.051981252663,4679,3402,104,1173,72.7078435563155,2.22269715751229,25.0694592861723
220862,"University of Memphis",2743,2705,NA,38,NA,21,NA,1,73,7,1,2,NA,NA,9,7,1,NA,33,1,NA,3,1,6,1,1,NA,3,NA,164,21,NA,NA,4,1,1,1,4,2,NA,6,NA,3,3,NA,NA,NA,2297,20,NA,NA,3,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2319,2291,NA,28,NA,3,NA,NA,39,3,1,1,NA,NA,8,3,NA,NA,10,3,NA,1,4,4,NA,5,NA,8,NA,130,13,NA,1,1,NA,2,1,4,2,NA,1,2,1,2,1,1,NA,2024,8,NA,1,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2181,2166,NA,15,NA,5,NA,3,12,2,1,3,NA,1,4,5,NA,NA,10,4,NA,1,NA,1,NA,4,NA,1,2,98,1,NA,1,NA,NA,1,1,1,NA,NA,3,1,NA,6,NA,2,NA,1977,10,NA,NA,1,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"University of Memphis","","Tennessee","","","In-State","","Public","Memphis",2743,2297,38,408,83.7404301859278,1.3853445133066,14.8742253007656,2319,2024,28,267,87.2789995687797,1.20741699008193,11.5135834411384,2181,1977,15,189,90.646492434663,0.687757909215956,8.66574965612105
170976,"University of Michigan-Ann Arbor",6689,6340,5,344,NA,5,2,17,6,419,43,89,6,20,130,59,3,2,457,34,6,11,10,6,7,129,117,3402,23,1,21,3,10,16,6,295,10,457,22,NA,152,7,14,92,8,8,2,26,52,2,6,60,29,7,30,1,NA,NA,NA,NA,NA,1,NA,4,NA,6505,6246,2,257,NA,1,2,12,1,419,31,109,4,20,84,44,3,2,362,26,4,9,5,1,4,117,113,3608,30,2,15,2,6,4,6,288,3,437,22,1,156,4,8,101,6,1,1,11,50,8,4,56,19,4,17,NA,3,NA,NA,NA,NA,NA,NA,2,NA,6171,5881,8,282,NA,1,5,6,NA,322,22,82,4,12,81,33,2,1,352,24,8,9,13,1,3,94,59,3592,28,NA,13,1,8,7,7,217,3,427,17,NA,148,7,3,89,2,4,4,17,56,6,7,48,15,4,17,NA,NA,2,NA,2,NA,NA,NA,4,NA,"University of Michigan-Ann Arbor","","Michigan","","","","","Public","Ann Arbor",6689,3402,344,2943,50.8596202720885,5.14277171475557,43.9976080131559,6505,3608,257,2640,55.4650269023828,3.95080707148347,40.5841660261337,6171,3592,282,2297,58.2077459082807,4.56976178901313,37.2224923027062
174066,"University of Minnesota-Twin Cities",5880,5526,NA,354,NA,3,2,6,4,81,24,2,1,NA,8,2,1,1,375,12,33,15,NA,1,1,5,4,20,3783,NA,43,2,16,2,1,22,2,20,8,55,5,1,4,11,2,4,79,4,33,3,NA,14,10,NA,765,NA,36,NA,NA,NA,NA,NA,NA,NA,NA,5530,5190,2,338,NA,2,1,3,1,78,17,3,NA,1,10,6,2,2,339,3,57,9,2,2,2,11,8,16,3521,NA,34,NA,12,2,1,11,1,15,3,70,15,NA,3,8,1,2,75,1,28,2,2,7,7,NA,750,1,43,NA,NA,1,NA,NA,NA,1,NA,5514,5226,1,287,NA,1,3,5,1,44,17,4,NA,NA,17,7,3,3,344,7,41,11,2,NA,NA,5,7,13,3447,NA,39,1,18,1,2,15,4,18,5,62,12,5,1,7,1,3,79,1,17,1,NA,6,8,NA,893,NA,45,NA,NA,NA,NA,NA,NA,1,NA,"University of Minnesota-Twin Cities","","Minnesota","","ASP","","","Public","Minneapolis",5880,3783,354,1743,64.3367346938775,6.02040816326531,29.6428571428571,5530,3521,338,1671,63.6708860759494,6.1121157323689,30.2169981916817,5514,3447,287,1780,62.5136017410229,5.20493289807762,32.2814653608995
176017,"University of Mississippi",3962,3912,NA,50,NA,112,1,5,61,89,27,8,NA,1,145,249,1,1,133,17,4,13,45,112,1,40,15,19,8,1684,122,NA,1,3,2,25,NA,28,86,1,32,8,2,27,1,24,NA,260,402,1,NA,69,9,2,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3809,3772,NA,37,NA,103,NA,5,60,84,21,19,NA,2,99,295,1,1,100,23,NA,20,22,92,1,35,15,18,7,1688,103,NA,3,4,NA,21,1,19,66,1,24,8,5,23,5,23,NA,297,353,1,3,83,8,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3373,3344,NA,29,NA,113,1,5,44,65,20,15,NA,2,77,249,NA,2,81,9,5,7,28,81,1,37,8,8,3,1631,107,NA,NA,2,1,13,1,8,38,NA,31,4,3,9,6,25,1,227,292,NA,3,64,8,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"University of Mississippi","Ole Miss","Mississippi","","","","SEC","Public","University",3962,1684,50,2228,42.5037859666835,1.26198889449773,56.2342251388188,3809,1688,37,2084,44.3160934628511,0.971383565240221,54.7125229719086,3373,1631,29,1713,48.3545804921435,0.85976875185295,50.7856507560036
178396,"University of Missouri-Columbia",4772,4651,NA,116,5,NA,NA,3,21,48,33,3,NA,2,23,20,1,NA,894,9,24,91,3,6,NA,7,10,8,61,1,3140,1,11,4,1,7,2,8,5,NA,13,4,3,9,NA,NA,2,15,120,2,NA,12,5,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6515,6331,NA,181,3,3,NA,9,22,75,57,6,2,2,27,27,1,NA,1437,17,46,98,6,1,1,8,6,15,103,3,3949,1,18,NA,NA,13,NA,12,11,NA,17,17,2,9,1,4,2,42,183,4,2,19,8,1,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6501,6363,NA,136,2,3,3,16,13,51,51,3,NA,1,19,19,1,2,1370,13,38,134,5,3,NA,18,6,20,95,1,4096,NA,22,2,2,8,4,12,7,1,19,24,2,14,NA,3,1,23,176,2,NA,15,5,1,38,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"University of Missouri-Columbia","Missouri","Missouri","Peer","","","SEC","Public","Columbia",4772,3140,116,1516,65.8005029337804,2.43084660519698,31.7686504610226,6515,3949,181,2385,60.6139677666922,2.77820414428243,36.6078280890253,6501,4096,136,2269,63.0056914320874,2.09198584833103,34.9023227195816
181464,"University of Nebraska-Lincoln",4860,4552,2,306,NA,NA,NA,16,5,63,113,1,1,NA,16,4,1,4,148,7,78,82,1,5,NA,6,4,17,137,NA,60,2,3405,3,NA,9,4,4,7,13,8,5,3,11,NA,2,105,1,67,2,NA,19,5,NA,37,7,64,NA,NA,1,NA,NA,NA,1,NA,4652,4458,2,192,NA,1,3,13,2,65,91,2,1,1,14,4,1,2,144,6,68,94,3,3,NA,2,NA,19,142,NA,52,NA,3367,2,NA,6,5,6,7,14,7,8,5,6,NA,2,109,5,50,2,NA,8,6,1,28,4,77,NA,NA,2,NA,NA,NA,NA,NA,3937,3823,NA,114,NA,NA,5,13,1,53,52,1,NA,NA,7,2,1,1,89,2,80,53,NA,1,1,1,1,12,98,NA,49,1,3026,2,3,8,1,7,1,7,10,3,3,4,NA,2,99,4,38,1,1,7,5,NA,16,3,48,NA,NA,NA,NA,NA,NA,NA,NA,"University of Nebraska-Lincoln","U Neb-Lincoln","Nebraska","Peer","","","","Public","Lincoln",4860,3405,306,1149,70.0617283950617,6.2962962962963,23.641975308642,4652,3367,192,1093,72.3774720550301,4.12725709372313,23.4952708512468,3937,3026,114,797,76.8605537211074,2.89560579121158,20.243840487681
199120,"University of North Carolina at Chapel Hill",4228,4156,NA,70,2,8,1,NA,NA,31,24,16,5,7,71,56,1,NA,21,13,NA,1,7,3,2,43,11,6,4,1,5,NA,2,2,4,39,2,65,3521,NA,20,NA,3,32,1,26,NA,19,26,3,3,46,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3976,3902,2,72,NA,4,NA,7,5,23,12,19,6,4,77,70,NA,NA,12,6,1,1,3,4,NA,50,13,10,6,NA,6,NA,1,NA,NA,44,NA,76,3227,NA,10,NA,4,42,2,19,1,16,33,1,NA,73,5,2,NA,NA,7,NA,NA,NA,NA,NA,NA,2,NA,3915,3866,1,48,NA,5,NA,3,1,25,4,17,2,4,74,54,2,1,11,5,2,2,4,2,NA,64,10,7,5,1,11,NA,1,1,2,34,NA,63,3266,NA,17,2,NA,18,1,14,NA,17,32,1,1,61,4,2,5,NA,8,NA,NA,NA,NA,NA,NA,1,NA,"University of North Carolina at Chapel Hill","UNC","North Carolina","","","","","Public","Chapel Hill",4228,3521,70,637,83.2781456953642,1.65562913907285,15.0662251655629,3976,3227,72,677,81.1619718309859,1.81086519114688,17.0271629778672,3915,3266,48,601,83.4227330779055,1.22605363984674,15.3512132822478
207500,"University of Oklahoma-Norman Campus",4198,4090,NA,108,NA,3,1,14,32,66,50,4,NA,3,13,10,6,7,43,7,11,52,7,9,NA,14,5,8,10,8,41,1,5,7,NA,9,7,8,8,3,14,2439,2,9,NA,4,2,9,1098,1,NA,11,4,NA,19,2,4,NA,NA,NA,NA,NA,NA,NA,NA,4176,4175,NA,1,NA,3,NA,9,17,52,58,7,NA,7,19,11,NA,6,27,2,10,54,2,10,NA,7,6,10,15,6,58,2,7,7,5,7,7,5,11,2,12,2358,5,15,NA,7,1,11,1139,4,NA,13,4,4,12,2,139,NA,NA,NA,NA,NA,NA,NA,NA,4138,4135,1,2,NA,2,3,8,15,48,38,2,1,5,15,11,5,4,41,5,6,37,4,7,1,9,NA,9,11,2,27,3,8,10,NA,6,11,8,3,1,9,2463,3,13,NA,3,3,9,1094,8,NA,16,5,2,8,1,132,NA,NA,NA,NA,NA,NA,1,NA,"University of Oklahoma-Norman Campus","","Oklahoma","","","","","Public","Norman",4198,2439,108,1651,58.099094807051,2.57265364459266,39.3282515483564,4176,2358,1,1817,56.4655172413793,0.0239463601532567,43.5105363984674,4138,2463,2,1673,59.5215079748671,0.0483325277912035,40.4301594973417
209551,"University of Oregon",4041,3735,NA,306,NA,1,7,28,1,1205,51,5,2,1,10,16,44,19,31,5,2,NA,NA,3,NA,17,12,6,18,NA,1,12,NA,34,5,12,7,6,5,3,5,2,1930,10,NA,2,2,8,58,15,NA,14,103,1,9,3,4,NA,NA,NA,NA,NA,NA,NA,NA,3961,3482,3,476,NA,1,15,25,1,1061,72,5,NA,2,13,3,48,18,35,4,6,5,NA,1,NA,9,4,4,11,NA,5,4,4,30,4,8,6,5,7,1,6,3,1854,8,NA,3,NA,NA,43,5,1,10,116,1,8,3,4,NA,NA,3,NA,NA,NA,NA,NA,4031,3581,1,449,NA,2,12,36,NA,1068,53,5,1,NA,7,4,67,25,26,3,2,7,1,2,2,6,10,5,11,NA,NA,12,3,31,2,4,4,5,3,NA,7,NA,1950,6,NA,NA,NA,NA,22,10,2,12,147,NA,2,4,NA,1,NA,NA,NA,NA,NA,NA,NA,"University of Oregon","","Oregon","","","","","Public","Eugene",4041,1930,306,1805,47.7604553328384,7.57238307349666,44.6671615936649,3961,1854,476,1631,46.8063620297905,12.0171673819742,41.1764705882353,4031,1950,449,1632,48.3750930290251,11.1386752666832,40.4862317042917
215293,"University of Pittsburgh-Pittsburgh Campus",3954,3795,3,156,NA,2,1,5,NA,33,3,32,20,15,27,11,1,NA,60,7,NA,5,6,2,1,127,72,22,2,NA,6,NA,NA,3,4,348,1,188,24,NA,123,2,2,2456,5,6,NA,7,20,1,4,99,5,10,8,3,16,NA,NA,NA,NA,NA,NA,2,1,3847,3743,NA,104,NA,4,NA,2,1,54,3,25,12,11,14,12,2,1,83,9,2,3,5,1,7,95,52,22,6,NA,6,1,2,3,10,290,NA,225,7,1,126,1,1,2511,5,7,1,7,11,NA,1,81,6,5,5,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,3640,3554,NA,86,NA,2,NA,5,NA,42,4,32,15,5,23,6,2,4,47,5,2,3,3,2,3,117,41,16,1,3,6,1,4,5,11,223,4,197,14,1,110,NA,4,2453,3,3,NA,4,29,1,3,42,6,12,12,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,"University of Pittsburgh-Pittsburgh Campus","Upitt","Pennsylvania","","","","","Public","Pittsburgh",3954,2456,156,1342,62.1143146181082,3.9453717754173,33.9403136064745,3847,2511,104,1232,65.2716402391474,2.70340525084481,32.0249545100078,3640,2453,86,1101,67.3901098901099,2.36263736263736,30.2472527472527
218663,"University of South Carolina-Columbia",5110,5026,NA,84,NA,8,1,2,NA,20,9,69,19,2,68,247,1,NA,81,16,1,4,34,4,5,249,135,8,7,1,11,NA,4,1,9,270,NA,145,487,NA,117,1,5,197,13,2391,NA,47,43,1,4,266,2,10,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4980,4979,NA,1,NA,6,NA,3,2,43,23,73,18,2,52,234,NA,2,58,14,1,NA,33,4,2,270,90,14,6,NA,7,NA,1,2,10,217,NA,95,491,NA,102,5,1,147,10,2480,NA,49,43,NA,4,294,6,6,6,NA,53,NA,NA,NA,NA,NA,NA,NA,NA,4625,4586,1,38,NA,2,NA,1,NA,39,15,46,12,3,57,213,NA,NA,42,11,2,2,35,5,2,222,81,15,6,1,10,NA,4,1,13,167,NA,76,425,NA,108,NA,2,151,11,2490,NA,37,46,3,NA,214,7,3,4,NA,2,NA,NA,1,NA,NA,NA,NA,NA,"University of South Carolina-Columbia","South Carolina","South Carolina","Peer","","","SEC","Public","Columbia",5110,2391,84,2635,46.7906066536204,1.64383561643836,51.5655577299413,4980,2480,1,2499,49.7991967871486,0.0200803212851406,50.1807228915663,4625,2490,38,2097,53.8378378378378,0.821621621621622,45.3405405405405
230764,"University of Utah",3601,3431,NA,119,51,3,3,21,2,243,58,8,NA,NA,23,13,11,123,39,3,3,1,1,5,5,13,14,9,12,NA,8,17,1,48,8,8,7,16,9,NA,7,5,34,12,2,2,2,2,54,2481,2,15,46,1,19,11,1,NA,NA,NA,NA,NA,NA,NA,NA,3151,3056,NA,95,NA,NA,7,19,1,194,40,7,1,NA,14,10,13,99,18,5,4,1,2,5,1,6,11,10,13,NA,2,8,2,53,7,9,5,9,4,2,6,3,27,22,3,2,1,5,70,2252,7,6,36,2,12,5,15,NA,NA,NA,NA,NA,NA,NA,NA,3494,3130,1,317,46,3,5,24,2,151,40,16,NA,NA,5,6,7,79,19,9,5,2,2,1,NA,11,9,18,10,NA,5,10,3,35,5,11,7,11,5,NA,15,3,16,20,NA,3,2,5,45,2434,3,16,32,1,14,5,NA,NA,NA,1,NA,NA,NA,NA,NA,"University of Utah","","Utah","","","","","Public","Salt Lake City",3601,2481,119,1001,68.8975284643155,3.30463760066648,27.7978339350181,3151,2252,95,804,71.4693748016503,3.01491589971438,25.5157092986354,3494,2434,317,743,69.6622781911849,9.07269605037207,21.265025758443
234076,"University of Virginia-Main Campus",3712,3528,NA,177,7,13,2,7,3,44,15,71,6,13,69,55,1,NA,17,6,1,1,13,5,2,84,67,9,4,3,7,1,2,NA,NA,109,1,132,49,NA,20,1,6,89,5,18,NA,24,70,1,3,2458,5,4,1,1,10,NA,NA,NA,NA,NA,NA,NA,NA,3724,3545,4,175,NA,4,1,8,4,50,15,41,6,9,82,67,1,2,30,5,NA,3,16,14,7,108,46,3,4,NA,6,1,4,3,1,112,4,119,48,NA,24,5,4,61,5,25,NA,26,67,2,1,2466,13,7,4,1,10,NA,NA,1,NA,2,NA,1,NA,3397,3208,NA,189,NA,9,NA,3,2,54,16,50,11,9,67,75,2,NA,24,3,NA,6,10,9,3,103,38,5,7,1,8,3,1,2,5,81,1,109,38,NA,25,2,5,62,5,15,1,34,67,2,1,2210,5,6,2,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,"University of Virginia-Main Campus","","Virginia","","","","","Public","Charlottesville",3712,2458,4,1250,66.2176724137931,0.107758620689655,33.6745689655172,3724,2466,7,1251,66.219119226638,0.18796992481203,33.5929108485499,3397,2210,6,1181,65.0574035914042,0.176626435089785,34.765969973506
236948,"University of Washington-Seattle Campus",6475,5508,NA,955,12,2,7,24,2,566,42,4,1,NA,14,8,51,12,37,4,3,1,1,2,1,9,15,3,14,1,8,6,3,21,NA,15,8,10,1,1,8,4,93,9,1,4,NA,5,30,12,NA,11,4424,NA,8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,6272,5353,NA,918,1,NA,10,19,2,638,29,4,NA,2,5,5,42,23,18,4,4,6,1,NA,1,10,17,10,14,NA,8,6,1,32,2,9,1,12,5,1,4,5,69,8,1,1,1,2,40,5,3,9,4163,NA,10,7,84,NA,NA,NA,NA,NA,NA,NA,NA,6003,4984,NA,1019,NA,NA,10,13,1,465,36,2,NA,2,8,4,75,15,19,4,7,NA,1,2,NA,8,11,5,8,NA,6,10,2,17,3,8,6,3,2,1,6,NA,75,7,NA,2,NA,1,26,12,2,7,4015,NA,9,2,66,NA,NA,NA,NA,NA,NA,NA,NA,"University of Washington-Seattle Campus","","Washington","","","","","Public","Seattle",6475,4424,955,1096,68.3243243243243,14.7490347490347,16.9266409266409,6272,4163,918,1191,66.374362244898,14.6364795918367,18.9891581632653,6003,4015,1019,969,66.8832250541396,16.9748459103781,16.1419290354823
240444,"University of Wisconsin-Madison",6430,5891,NA,539,NA,1,3,13,1,168,29,48,3,19,40,21,4,1,636,13,14,5,4,NA,4,56,47,28,644,NA,21,2,3,1,4,91,2,168,5,1,26,1,5,27,3,1,1,17,15,NA,2,18,15,NA,3656,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,6264,5913,NA,351,NA,1,NA,9,2,127,16,35,1,11,37,15,4,2,599,16,25,7,1,1,4,47,42,28,756,NA,25,NA,2,3,1,63,4,127,6,2,20,1,5,44,3,5,3,6,16,2,6,17,14,1,3749,1,1,NA,NA,NA,NA,NA,NA,NA,NA,6279,5695,NA,584,NA,1,1,7,2,158,21,29,NA,10,26,9,4,1,595,5,23,4,3,1,1,48,30,28,778,1,28,1,8,4,1,74,4,142,7,3,20,2,9,32,2,1,NA,3,27,1,1,20,11,2,3504,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"University of Wisconsin-Madison","UWM","Wisconsin","","ASP","","","Public","Madison",6430,3656,539,2235,56.8584758942457,8.38258164852255,34.7589424572317,6264,3749,351,2164,59.8499361430396,5.60344827586207,34.5466155810983,6279,3504,584,2191,55.8050645007167,9.30084408345278,34.8940914158305
221999,"Vanderbilt University",1601,1469,NA,132,NA,29,NA,10,11,111,22,25,2,2,103,101,4,NA,126,23,4,16,32,20,NA,35,37,19,17,9,28,1,3,6,NA,88,2,103,30,NA,66,13,4,31,2,19,NA,133,99,4,NA,46,14,2,13,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,1605,1489,NA,116,NA,45,NA,13,11,101,21,41,3,2,115,88,3,NA,135,14,8,9,41,9,2,32,50,21,12,12,31,NA,6,3,2,80,3,97,38,NA,59,11,6,49,NA,18,1,134,93,4,NA,23,13,3,23,1,3,NA,NA,NA,NA,NA,NA,NA,NA,1608,1508,1,99,NA,49,NA,6,17,89,17,27,1,2,104,91,NA,NA,122,24,9,11,31,16,2,39,49,25,7,11,47,NA,8,6,3,63,4,116,38,NA,52,10,9,44,3,25,NA,150,117,3,NA,43,2,1,10,NA,5,NA,NA,NA,NA,1,NA,NA,NA,"Vanderbilt University","Vanderbilt ","Tennessee","","","In-State","SEC","Private","Nashville",1601,133,132,1336,8.30730793254216,8.24484697064335,83.4478450968145,1605,134,116,1355,8.34890965732087,7.22741433021807,84.4236760124611,1608,150,99,1359,9.32835820895522,6.15671641791045,84.5149253731343
233921,"Virginia Polytechnic Institute and State University",5929,5640,1,288,NA,4,NA,1,2,27,5,31,19,6,36,23,1,NA,12,2,NA,2,2,2,3,214,50,9,3,NA,4,1,NA,NA,9,268,1,81,130,1,20,3,1,174,11,14,NA,16,31,NA,4,4347,6,15,3,NA,46,NA,NA,1,NA,NA,NA,NA,NA,5494,5170,1,323,NA,3,NA,6,1,26,10,31,20,6,25,41,4,NA,12,NA,NA,NA,4,3,8,267,39,5,3,NA,2,NA,2,1,16,255,NA,72,103,NA,36,NA,2,178,13,16,NA,30,12,NA,8,3839,6,17,4,NA,44,NA,NA,1,NA,NA,NA,NA,NA,5487,5198,NA,289,NA,2,1,6,NA,23,8,31,31,5,33,29,2,NA,6,3,NA,NA,5,2,10,287,38,2,1,NA,2,2,NA,NA,11,228,2,67,140,NA,32,1,3,188,5,15,NA,27,20,1,4,3864,3,18,2,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,"Virginia Polytechnic Institute and State University","Va Tech","Virginia","Peer","","","","Public","Blacksburg",5929,4347,15,1567,73.3175914994097,0.252993759487266,26.4294147411031,5494,3839,17,1638,69.8762286130324,0.309428467419003,29.8143429195486,5487,3864,18,1605,70.4209950792783,0.328048113723346,29.2509568069984
